Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
North,Sandy,Rice,682.3074859,18.08126046,TRUE,FALSE,Sunny,140,5.024610278
South,Loam,Cotton,519.8015725,19.95188052,TRUE,TRUE,Rainy,60,6.177546437
West,Silt,Maize,669.9683372,32.15528342,TRUE,TRUE,Rainy,102,6.393677076
North,Peaty,Cotton,525.621187,32.17021802,FALSE,FALSE,Rainy,129,3.97421023
South,Clay,Rice,592.7204879,34.86202099,FALSE,FALSE,Cloudy,116,3.777587658
North,Chalky,Maize,307.2597246,33.84333346,TRUE,FALSE,Sunny,116,3.346326719
West,Loam,Maize,585.6388517,39.28685145,FALSE,FALSE,Cloudy,68,3.495612738
West,Peaty,Maize,908.4184259,16.93047975,FALSE,FALSE,Rainy,96,5.551744171
North,Loam,Wheat,666.6325086,26.65446947,TRUE,FALSE,Cloudy,60,5.361100719
South,Peaty,Rice,385.327329,22.05602879,FALSE,FALSE,Cloudy,135,2.410691667
South,Chalky,Wheat,608.2487997,30.48663661,FALSE,FALSE,Cloudy,74,4.140922465
West,Silt,Barley,864.5811685,17.50803099,TRUE,FALSE,Sunny,81,6.401296239
South,Sandy,Barley,500.1340169,30.76023651,TRUE,TRUE,Cloudy,112,5.692325726
West,Silt,Wheat,654.3506765,23.97183436,FALSE,FALSE,Rainy,125,4.175733085
South,Peaty,Cotton,709.1712334,38.8857555,FALSE,TRUE,Rainy,116,5.30047846
West,Chalky,Wheat,900.6879301,27.26148915,FALSE,TRUE,Sunny,137,6.798436425
East,Silt,Maize,985.1579239,22.38128174,TRUE,TRUE,Rainy,64,9.136934794
South,Sandy,Cotton,175.6207508,39.17848961,FALSE,TRUE,Rainy,83,3.625754025
South,Clay,Maize,157.5586007,23.92642787,FALSE,FALSE,Cloudy,128,1.393689155
South,Loam,Wheat,274.7397329,32.72510516,FALSE,FALSE,Rainy,120,2.135524977
North,Peaty,Barley,442.3958111,20.28815973,FALSE,FALSE,Cloudy,126,2.551361339
South,Sandy,Maize,809.2927565,26.73573512,FALSE,TRUE,Cloudy,64,5.939574648
North,Peaty,Barley,240.7410152,21.93011426,TRUE,TRUE,Cloudy,135,4.712801369
North,Chalky,Maize,209.3088427,33.59637333,TRUE,TRUE,Rainy,121,3.669288424
West,Chalky,Soybean,445.8373234,26.04487375,FALSE,TRUE,Cloudy,125,3.261852078
North,Peaty,Maize,938.667938,31.53507149,FALSE,TRUE,Rainy,119,5.933276123
North,Silt,Cotton,990.6953268,29.64734088,TRUE,FALSE,Sunny,128,7.60782129
East,Loam,Barley,718.0375226,17.31017887,FALSE,FALSE,Cloudy,72,4.58501748
South,Chalky,Rice,344.3789391,22.31275469,TRUE,TRUE,Rainy,100,4.352986888
North,Chalky,Rice,518.9257361,29.67951271,FALSE,FALSE,Cloudy,73,2.130104799
South,Chalky,Maize,216.1277582,15.83741233,FALSE,TRUE,Sunny,136,2.714910413
North,Sandy,Barley,642.0209478,27.00070828,TRUE,TRUE,Sunny,63,6.275483006
West,Clay,Rice,324.2780108,22.41893198,FALSE,TRUE,Cloudy,85,3.79968825
East,Sandy,Maize,796.6866984,18.02703788,TRUE,TRUE,Rainy,75,6.470341411
North,Chalky,Soybean,179.1356235,16.03411012,FALSE,FALSE,Cloudy,103,0.979527645
South,Silt,Cotton,601.2182064,35.70903298,TRUE,FALSE,Cloudy,103,4.80104298
West,Peaty,Wheat,842.0914085,18.39485433,TRUE,TRUE,Cloudy,122,6.745946021
South,Clay,Rice,707.766612,21.0967722,TRUE,FALSE,Cloudy,149,5.731677783
West,Silt,Rice,878.8217948,28.51719879,FALSE,TRUE,Sunny,87,5.600868219
East,Silt,Cotton,665.5288695,33.25851886,TRUE,TRUE,Sunny,140,6.659393924
West,Chalky,Rice,100.1975633,30.56460539,FALSE,TRUE,Sunny,68,2.059800122
South,Loam,Maize,245.0021467,35.42804539,TRUE,FALSE,Sunny,75,3.363292292
South,Peaty,Cotton,143.290009,25.42846947,TRUE,FALSE,Sunny,115,2.114807964
North,Loam,Rice,273.9685643,31.27703262,TRUE,TRUE,Rainy,89,5.057897284
West,Chalky,Cotton,648.4842499,35.93205654,TRUE,TRUE,Sunny,147,6.34805097
South,Peaty,Maize,161.0111065,21.13795651,TRUE,TRUE,Sunny,105,3.777026851
North,Loam,Maize,581.2655836,25.9340406,FALSE,FALSE,Cloudy,130,2.924269436
East,Sandy,Maize,294.7338483,27.28015342,TRUE,TRUE,Sunny,121,5.059760892
South,Loam,Rice,954.2835155,24.69853868,TRUE,TRUE,Sunny,84,8.029286132
North,Chalky,Barley,599.0950872,31.02567064,FALSE,TRUE,Sunny,83,4.570294045
South,Clay,Rice,354.7752776,36.85618929,FALSE,TRUE,Sunny,102,3.985124193
West,Loam,Rice,843.2969517,36.39415812,TRUE,TRUE,Rainy,137,7.581267453
North,Sandy,Soybean,815.1089011,32.65000905,FALSE,TRUE,Cloudy,136,6.375767081
West,Sandy,Soybean,660.8017939,15.79539511,FALSE,FALSE,Cloudy,81,4.222336793
East,Chalky,Barley,921.6397547,21.82119777,FALSE,TRUE,Cloudy,133,4.739119999
West,Sandy,Barley,648.518201,27.06041991,TRUE,TRUE,Rainy,72,6.219706604
North,Chalky,Barley,535.9030391,19.93000002,TRUE,FALSE,Cloudy,106,4.933081479
South,Loam,Wheat,376.6683258,30.5638143,FALSE,TRUE,Cloudy,89,3.198795462
North,Peaty,Maize,999.6394443,22.96417294,TRUE,FALSE,Sunny,143,6.847600545
West,Loam,Barley,286.2042531,27.28966285,TRUE,FALSE,Rainy,93,2.9091588
West,Chalky,Soybean,115.0492081,32.27624146,TRUE,TRUE,Cloudy,121,2.91917809
South,Peaty,Cotton,864.8453653,16.43453303,TRUE,FALSE,Cloudy,99,6.88011289
East,Chalky,Soybean,559.2849748,38.35571886,FALSE,TRUE,Sunny,128,4.648285438
North,Silt,Maize,427.5660102,31.70416245,TRUE,FALSE,Cloudy,88,3.946575181
South,Sandy,Cotton,242.9478825,28.84601941,FALSE,FALSE,Sunny,145,1.5677333
South,Silt,Barley,570.1151612,33.6972719,TRUE,FALSE,Cloudy,99,4.443392432
South,Silt,Rice,962.5717933,27.35303702,TRUE,TRUE,Rainy,113,7.099234411
North,Peaty,Soybean,846.0541464,21.13890092,FALSE,FALSE,Rainy,77,3.621342582
North,Chalky,Maize,411.8440397,24.36331288,TRUE,FALSE,Cloudy,139,4.208900516
North,Silt,Barley,135.7539935,33.40731477,TRUE,FALSE,Cloudy,101,2.436837214
East,Silt,Cotton,940.8663593,28.41574354,TRUE,TRUE,Cloudy,104,7.357152083
South,Loam,Soybean,958.8523005,36.70472795,TRUE,TRUE,Sunny,60,7.927390421
West,Peaty,Wheat,387.0908805,37.69768241,FALSE,FALSE,Rainy,144,2.401974474
West,Chalky,Cotton,545.9161941,30.15571335,TRUE,FALSE,Sunny,68,4.903319383
South,Sandy,Soybean,812.0378792,22.37903248,FALSE,FALSE,Cloudy,88,4.784501188
West,Chalky,Barley,920.3381849,26.10317404,TRUE,FALSE,Sunny,127,6.762458245
East,Loam,Barley,834.3687696,27.51359349,FALSE,FALSE,Rainy,75,4.780188625
East,Sandy,Wheat,123.064376,22.93900922,TRUE,TRUE,Cloudy,66,4.543903503
North,Clay,Wheat,212.2994144,21.5736574,TRUE,FALSE,Rainy,148,2.563524142
North,Silt,Rice,138.0440348,33.79942153,TRUE,FALSE,Cloudy,80,2.408443027
North,Loam,Soybean,436.7341983,31.89114834,FALSE,FALSE,Sunny,69,3.242892612
North,Sandy,Wheat,443.1750388,27.07743739,FALSE,FALSE,Sunny,137,1.992333874
North,Peaty,Soybean,207.55665,37.39255377,FALSE,FALSE,Sunny,88,1.706402898
West,Loam,Cotton,929.3425557,19.93792662,TRUE,FALSE,Cloudy,87,6.76322464
West,Peaty,Barley,366.7639003,27.91317251,TRUE,FALSE,Rainy,130,3.871136852
North,Clay,Soybean,720.0984741,36.79745084,TRUE,TRUE,Cloudy,62,6.279592786
East,Peaty,Barley,829.063914,24.10237566,TRUE,TRUE,Sunny,64,8.079614758
West,Clay,Maize,674.3141451,20.34360997,TRUE,FALSE,Cloudy,143,5.821316583
East,Silt,Rice,938.2425561,24.79522851,FALSE,TRUE,Rainy,127,6.653745024
East,Chalky,Rice,418.6770658,29.07366149,TRUE,FALSE,Sunny,142,4.480028072
South,Chalky,Rice,483.6914919,39.23262631,TRUE,FALSE,Cloudy,146,4.894318438
South,Clay,Barley,238.5781285,34.19474749,TRUE,FALSE,Sunny,126,3.767079728
North,Peaty,Maize,714.9012014,22.68463881,TRUE,FALSE,Rainy,108,5.699635065
East,Peaty,Maize,695.2472043,37.29763187,TRUE,TRUE,Sunny,146,7.293992443
West,Chalky,Maize,307.3308686,33.41211742,TRUE,TRUE,Cloudy,67,5.288322588
South,Silt,Cotton,288.8831409,27.9498502,FALSE,FALSE,Cloudy,98,1.538682941
South,Peaty,Wheat,125.7865956,30.98989888,FALSE,TRUE,Rainy,86,2.173618594
East,Clay,Maize,716.8088529,32.60497642,FALSE,FALSE,Rainy,139,3.611643319
South,Loam,Rice,287.6906639,30.8173328,TRUE,FALSE,Rainy,120,3.499321844
